raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m 
KSBP 231056Z AUTO 00000KT 9SM CLR 07/06 A2984 RMK AO2 SLP105 T00720056,KSBP,2022-10-23T10:56:00Z,35.23,-120.63,7.2,5.6,0,0,,9.0,29.840551,1010.5,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,52.0
KRUT 231056Z AUTO 11006KT 10SM CLR 05/03 A3035 RMK AO2 SLP274 T00500028 $,KRUT,2022-10-23T10:56:00Z,43.53,-72.95,5.0,2.8,110,6,,10.0,30.351377,1027.4,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,238.0
KRDM 231056Z AUTO 16004KT 10SM SCT075 01/M01 A2991 RMK AO2 SLP134 T00061011,KRDM,2022-10-23T10:56:00Z,44.25,-121.15,0.6,-1.1,160,4,,10.0,29.911417,1013.4,,TRUE,TRUE,,,,,,,SCT,7500,,,,,,,VFR,,,,,,,,,,,,METAR,930.0
KPVG 231056Z AUTO VRB04KT 10SM OVC008 14/13 A3010 RMK AO2 SLP193 T01390128 PNO $,KPVG,2022-10-23T10:56:00Z,36.78,-76.45,13.9,12.8,0,4,,10.0,30.100393,1019.3,,TRUE,TRUE,TRUE,,,,,,OVC,800,,,,,,,IFR,,,,,,,,,,,,METAR,7.0
KPVC 231056Z AUTO 10003KT 10SM SCT004 13/13 A3034 RMK AO2 SLP271 T01280128,KPVC,2022-10-23T10:56:00Z,42.07,-70.22,12.8,12.8,100,3,,10.0,30.339567,1027.1,,TRUE,TRUE,,,,,,,SCT,400,,,,,,,VFR,,,,,,,,,,,,METAR,1.0
KPTV 231056Z AUTO 00000KT 10SM CLR 08/05 A2984 RMK AO2 SLP104 T00830050,KPTV,2022-10-23T10:56:00Z,36.02,-119.07,8.3,5.0,0,0,,10.0,29.840551,1010.4,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,132.0
KPTN 231056Z AUTO 10005KT 10SM SCT060 18/16 A3004 RMK AO2 SLP174 T01780156 $,KPTN,2022-10-23T10:56:00Z,29.72,-91.33,17.8,15.6,100,5,,10.0,30.041338,1017.4,,TRUE,TRUE,TRUE,,,,,,SCT,6000,,,,,,,VFR,,,,,,,,,,,,METAR,2.0
KPRX 231056Z AUTO 15012KT 10SM OVC031 19/17 A2985 RMK AO2 SLP105 T01890172,KPRX,2022-10-23T10:56:00Z,33.63,-95.45,18.9,17.2,150,12,,10.0,29.84941,1010.5,,TRUE,TRUE,,,,,,,OVC,3100,,,,,,,VFR,,,,,,,,,,,,METAR,165.0
KPQI 231056Z AUTO 00000KT 10SM CLR 03/02 A3034 RMK AO2 SLP302 T00280022,KPQI,2022-10-23T10:56:00Z,46.68,-68.05,2.8,2.2,0,0,,10.0,30.339567,1030.2,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,154.0
KPIB 231056Z AUTO 00000KT 9SM CLR 11/11 A3012 RMK AO2 SLP198 T01110111 PNO $,KPIB,2022-10-23T10:56:00Z,31.47,-89.33,11.1,11.1,0,0,,9.0,30.121063,1019.8,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,91.0
KP60 231056Z AUTO 00000KT M04/M05 A2953 RMK AO1 SLP998 T10391050 $,KP60,2022-10-23T10:56:00Z,44.55,-110.42,-3.9,-5.0,0,0,,,29.530512,999.8,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,2377.0
KP53 231056Z AUTO 20008KT 13/10 A2989 RMK AO1 SLP123 T01280100,KP53,2022-10-23T10:56:00Z,46.42,-86.65,12.8,10.0,200,8,,,29.890747,1012.3,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,185.0
KP28 231056Z AUTO 16008KT 19/11 A2951 RMK AO1 SLP975 T01940111 $,KP28,2022-10-23T10:56:00Z,37.28,-98.55,19.4,11.1,160,8,,,29.509842,997.5,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,469.0
KOWB 231056Z 16008KT 10SM BKN075 17/11 A3008 RMK AO2 SLP184 T01720111,KOWB,2022-10-23T10:56:00Z,37.72,-87.17,17.2,11.1,160,8,,10.0,30.079725,1018.4,,,TRUE,,,,,,,BKN,7500,,,,,,,VFR,,,,,,,,,,,,METAR,121.0
KOTH 231056Z AUTO 15006KT 10SM CLR 07/07 A3007 RMK AO2 SLP180 T00670067,KOTH,2022-10-23T10:56:00Z,43.42,-124.25,6.7,6.7,150,6,,10.0,30.070866,1018.0,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,3.0
KOTG 231056Z AUTO 14011KT 10SM CLR 13/09 A2952 RMK AO2 SLP992 T01280094,KOTG,2022-10-23T10:56:00Z,43.65,-95.57,12.8,9.4,140,11,,10.0,29.518702,999.2,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,478.0
KOLU 231056Z AUTO 12007KT 10SM CLR 16/13 A2939 RMK AO2 SLP946 T01610133,KOLU,2022-10-23T10:56:00Z,41.45,-97.33,16.1,13.3,120,7,,10.0,29.388779,994.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,438.0
KOKK 231056Z AUTO 17014KT 10SM CLR 15/12 A3006 RMK AO2 SLP177 T01500117 PNO $,KOKK,2022-10-23T10:56:00Z,40.53,-86.07,15.0,11.7,170,14,,10.0,30.059055,1017.7,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,251.0
KOFK 231056Z AUTO 13012KT 10SM CLR 14/11 A2938 RMK AO2 SLP937 T01440111,KOFK,2022-10-23T10:56:00Z,41.98,-97.43,14.4,11.1,130,12,,10.0,29.379921,993.7,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,476.0
KOCH 231056Z AUTO 14005KT 10SM SCT039 18/17 A2995 RMK AO2 SLP142 T01830172,KOCH,2022-10-23T10:56:00Z,31.57,-94.72,18.3,17.2,140,5,,10.0,29.949802,1014.2,,TRUE,TRUE,,,,,,,SCT,3900,,,,,,,VFR,,,,,,,,,,,,METAR,105.0
KOAJ 231056Z VRB03KT 10SM CLR 14/09 A3013 RMK AO2 SLP205 T01390089,KOAJ,2022-10-23T10:56:00Z,34.82,-77.62,13.9,8.9,0,3,,10.0,30.129921,1020.5,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,26.0
KNYG 231056Z AUTO 31006KT 9SM CLR 09/ A3025 RMK AO2 SLP245 T0089 $,KNYG,2022-10-23T10:56:00Z,38.5,-77.3,8.9,,310,6,,9.0,30.250984,1024.5,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2.0
KNXP 231056Z AUTO 23010KT 10SM CLR 14/07 A2979 RMK AO2 SLP059 T01390067 $,KNXP,2022-10-23T10:56:00Z,34.28,-116.13,13.9,6.7,230,10,,10.0,29.790354,1005.9,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,610.0
KNXF 231056Z AUTO 10SM 17/12 A2980 RMK AO2 SLP175 T01670117 PWINO $,KNXF,2022-10-23T10:56:00Z,33.28,-117.45,16.7,11.7,,,,10.0,29.799213,1017.5,,TRUE,TRUE,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,METAR,28.0
KNUC 231056Z AUTO 30012KT 10SM OVC026 15/ A2983 RMK AO2 SLP097 T0150 $,KNUC,2022-10-23T10:56:00Z,33.02,-118.57,15.0,,300,12,,10.0,29.828741,1009.7,,TRUE,TRUE,TRUE,,,,,,OVC,2600,,,,,,,MVFR,,,,,,,,,,,,METAR,52.0
KNTU 231056Z 03016G23KT 10SM OVC008 16/14 A3008 RMK AO2 SLP187 T01610144,KNTU,2022-10-23T10:56:00Z,36.82,-76.02,16.1,14.4,30,16,23,10.0,30.079725,1018.7,,,TRUE,,,,,,,OVC,800,,,,,,,IFR,,,,,,,,,,,,SPECI,6.0
KNSE 231056Z AUTO 03003KT 10SM CLR 07/06 A3015 RMK AO2 SLP196 T00670056 PNO $,KNSE,2022-10-23T10:56:00Z,30.73,-87.02,6.7,5.6,30,3,,10.0,30.15059,1019.6,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,56.0
KNQI 231056Z AUTO 13006KT 10SM CLR 20/19 A2984 RMK AO2 SLP100 T02000194 $,KNQI,2022-10-23T10:56:00Z,27.5,-97.82,20.0,19.4,130,6,,10.0,29.840551,1010.0,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,15.0
KNPA 231056Z AUTO 02003KT 10SM CLR 12/ A3013 RMK AO2 SLP204 T0122 $,KNPA,2022-10-23T10:56:00Z,30.35,-87.32,12.2,,20,3,,10.0,30.129921,1020.4,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,6.0
KNOG 231056Z AUTO 14009KT 10SM CLR 19/18 A2985 RMK AO2 SLP087 T01940183 PNO $,KNOG,2022-10-23T10:56:00Z,27.9,-98.05,19.4,18.3,140,9,,10.0,29.84941,1008.7,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,72.0
KNLC 231056Z AUTO 31009KT 10SM CLR 11/02 A2984 RMK AO2 SLP104 T01060017,KNLC,2022-10-23T10:56:00Z,36.32,-119.95,10.6,1.7,310,9,,10.0,29.840551,1010.4,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,69.0
KNKT 231056Z 36008KT 10SM OVC011 15/13 A3010 RMK AO2 SLP190 T01500128,KNKT,2022-10-23T10:56:00Z,34.9,-76.88,15.0,12.8,360,8,,10.0,30.100393,1019.0,,,TRUE,,,,,,,OVC,1100,,,,,,,MVFR,,,,,,,,,,,,METAR,8.0
KNJK 231056Z AUTO 26013KT 10SM CLR 22/11 A2972 RMK AO2 SLP078 T02170111 $,KNJK,2022-10-23T10:56:00Z,32.82,-115.67,21.7,11.1,260,13,,10.0,29.719488,1007.8,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,-15.0
KNID 231056Z AUTO 32007KT 10SM CLR 12/M07 A2973 RMK AO2 SLP059 T01221072 $,KNID,2022-10-23T10:56:00Z,35.68,-117.68,12.2,-7.2,320,7,,10.0,29.731298,1005.9,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,682.0
KNGP 231056Z AUTO 18008KT 10SM FEW026 BKN045 OVC050 27/21 A2985 RMK AO2 CIG 029 SLP106 T02670206,KNGP,2022-10-23T10:56:00Z,27.68,-97.28,26.7,20.6,180,8,,10.0,29.84941,1010.6,,TRUE,TRUE,,,,,,,FEW,2600,BKN,4500,OVC,5000,,,VFR,,,,,,,,,,,,METAR,5.0
KNFL 231056Z AUTO 35007KT 10SM CLR 00/M06 A2987 RMK AO2 SLP090 T00001061,KNFL,2022-10-23T10:56:00Z,39.42,-118.7,0.0,-6.1,350,7,,10.0,29.870079,1009.0,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1199.0
KNFE 231056Z AUTO 01009KT 10SM -RA OVC008 17/14 A3009 RMK AO2 RAB14 SLP190 P0000 T01670139,KNFE,2022-10-23T10:56:00Z,36.7,-76.13,16.7,13.9,10,9,,10.0,30.088583,1019.0,,TRUE,TRUE,,,,,,-RA,OVC,800,,,,,,,IFR,,,,,,0.005,,,,,,METAR,4.0
KNDZ 231056Z AUTO 03003KT CLR 08/06 A3015 RMK AO2 SLP195 T00780061 $,KNDZ,2022-10-23T10:56:00Z,30.7,-87.02,7.8,6.1,30,3,,,30.15059,1019.5,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,,,,,,,,,,,,,SPECI,51.0
KNCA 231056Z AUTO 33008KT 10SM CLR 14/11 A3011 RMK AO2 SLP197 T01390111 $,KNCA,2022-10-23T10:56:00Z,34.72,-77.45,13.9,11.1,330,8,,10.0,30.109253,1019.7,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,9.0
KNBC 231056Z AUTO 36005KT 10SM CLR 12/11 A3016 RMK AO2 SLP212 T01220111,KNBC,2022-10-23T10:56:00Z,32.47,-80.72,12.2,11.1,360,5,,10.0,30.159449,1021.2,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,9.0
KMYR 231056Z 33008KT 10SM CLR 13/11 A3014 RMK AO2 SLP207 T01280106,KMYR,2022-10-23T10:56:00Z,33.68,-78.92,12.8,10.6,330,8,,10.0,30.138779,1020.7,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,7.0
KMVN 231056Z AUTO 17008KT 10SM CLR 17/12 A2996 RMK AO2 SLP147 T01720117,KMVN,2022-10-23T10:56:00Z,38.32,-88.87,17.2,11.7,170,8,,10.0,29.958662,1014.7,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,145.0
KMUO 231056Z AUTO 29013KT 10SM CLR 02/M01 A2974 RMK AO2 SLP076 T00161010 $,KMUO,2022-10-23T10:56:00Z,43.03,-115.87,1.6,-1.0,290,13,,10.0,29.740158,1007.6,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,915.0
KMTW 231056Z AUTO 14006KT 10SM CLR 12/11 A2991 RMK AO2 SLP131 T01170111,KMTW,2022-10-23T10:56:00Z,44.12,-87.67,11.7,11.1,140,6,,10.0,29.911417,1013.1,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,197.0
KMSV 231056Z AUTO 02004KT 10SM CLR 03/02 A3032 RMK AO2 SLP274 T00280022,KMSV,2022-10-23T10:56:00Z,41.7,-74.78,2.8,2.2,20,4,,10.0,30.318897,1027.4,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,427.0
KMRF 231056Z AUTO 00000KT 10SM CLR 11/06 A2993 RMK AO2 SLP074 T01110061,KMRF,2022-10-23T10:56:00Z,30.37,-104.02,11.1,6.1,0,0,,10.0,29.929134,1007.4,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1476.0
KMQY 231056Z 15003KT 10SM CLR 09/09 A3017 RMK AO2 SLP224 T00940089,KMQY,2022-10-23T10:56:00Z,36.02,-86.52,9.4,8.9,150,3,,10.0,30.171259,1022.4,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,156.0
KMOB 231056Z 05004KT 7SM FEW240 13/09 A3013 RMK AO2 SLP200 T01280089,KMOB,2022-10-23T10:56:00Z,30.68,-88.25,12.8,8.9,50,4,,7.0,30.129921,1020.0,,,TRUE,,,,,,,FEW,24000,,,,,,,VFR,,,,,,,,,,,,METAR,67.0
KMNM 231056Z AUTO 00000KT 10SM CLR 12/11 A2990 RMK AO2 SLP126 T01170106 PNO $,KMNM,2022-10-23T10:56:00Z,45.12,-87.63,11.7,10.6,0,0,,10.0,29.899607,1012.6,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,188.0
KMML 231056Z AUTO 13008KT 10SM CLR 11/07 A2950 RMK AO2 SLP989 T01060072,KMML,2022-10-23T10:56:00Z,44.45,-95.82,10.6,7.2,130,8,,10.0,29.500984,998.9,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,358.0
KMKY 231056Z AUTO 01005KT 10SM CLR 19/17 A3005 RMK AO2 SLP177 T01890172 TSNO $,KMKY,2022-10-23T10:56:00Z,26.0,-81.67,18.9,17.2,10,5,,10.0,30.050198,1017.7,,TRUE,TRUE,TRUE,,TRUE,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2.0
KMKT 231056Z AUTO 14014KT 10SM CLR 16/09 A2959 RMK AO2 SLP018 T01560094,KMKT,2022-10-23T10:56:00Z,44.22,-93.92,15.6,9.4,140,14,,10.0,29.589567,1001.8,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,309.0
KMHS 231056Z AUTO VRB06KT 10SM SCT026 BKN033 03/00 A2994 RMK AO2 SLP157 T00330000,KMHS,2022-10-23T10:56:00Z,41.32,-122.32,3.3,0.0,0,6,,10.0,29.940945,1015.7,,TRUE,TRUE,,,,,,,SCT,2600,BKN,3300,,,,,VFR,,,,,,,,,,,,METAR,1080.0
KMDT 231056Z 34003KT 7SM OVC250 07/06 A3028 RMK AO2 SLP256 T00670056 $,KMDT,2022-10-23T10:56:00Z,40.2,-76.77,6.7,5.6,340,3,,7.0,30.280512,1025.6,,,TRUE,TRUE,,,,,,OVC,25000,,,,,,,VFR,,,,,,,,,,,,METAR,91.0
KM19 231056Z AUTO 18020KT 10SM CLR 18/13 A2994 RMK AO2 PK WND 18026/1014 SLP136 T01780133 PNO $,KM19,2022-10-23T10:56:00Z,35.65,-91.17,17.8,13.3,180,20,,10.0,29.940945,1013.6,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,72.0
KLZU 231056Z 00000KT 10SM CLR 04/04 A3021 RMK AO2 SLP241 T00440039,KLZU,2022-10-23T10:56:00Z,33.98,-83.97,4.4,3.9,0,0,,10.0,30.209646,1024.1,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,316.0
KLWS 231056Z AUTO 00000KT 10SM CLR 05/02 A2983 RMK AO2 SLP106 T00500017,KLWS,2022-10-23T10:56:00Z,46.37,-117.02,5.0,1.7,0,0,,10.0,29.828741,1010.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,435.0
KLRF 231056Z AUTO 17006KT 10SM OVC040 20/15 A2992 RMK AO2 SLP132 T01980150,KLRF,2022-10-23T10:56:00Z,34.92,-92.12,19.8,15.0,170,6,,10.0,29.920275,1013.2,,TRUE,TRUE,,,,,,,OVC,4000,,,,,,,VFR,,,,,,,,,,,,METAR,85.0
KLRD 231056Z 14011KT 10SM CLR 21/19 A2980 RMK AO2 SLP088 T02110189,KLRD,2022-10-23T10:56:00Z,27.55,-99.47,21.1,18.9,140,11,,10.0,29.799213,1008.8,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,150.0
KLPC 231056Z AUTO 00000KT 10SM CLR 08/07 A2984 RMK AO2 SLP107 T00780067,KLPC,2022-10-23T10:56:00Z,34.67,-120.47,7.8,6.7,0,0,,10.0,29.840551,1010.7,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,26.0
KLNR 231056Z AUTO 11006KT 10SM CLR 17/12 A2980 RMK AO2 SLP083 T01720117,KLNR,2022-10-23T10:56:00Z,43.22,-90.18,17.2,11.7,110,6,,10.0,29.799213,1008.3,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,218.0
KLGD 231056Z AUTO 35006KT 10SM -RA SCT032 BKN040 03/02 A2985 RMK AO2 RAB01 SLP123 P0000 T00280017,KLGD,2022-10-23T10:56:00Z,45.28,-118.0,2.8,1.7,350,6,,10.0,29.84941,1012.3,,TRUE,TRUE,,,,,,-RA,SCT,3200,BKN,4000,,,,,VFR,,,,,,0.005,,,,,,METAR,827.0
KLEW 231056Z AUTO 34003KT 10SM FEW002 02/02 A3036 RMK AO2 SLP289 T00220022 FZRANO,KLEW,2022-10-23T10:56:00Z,44.03,-70.28,2.2,2.2,340,3,,10.0,30.360237,1028.9,,TRUE,TRUE,,,,TRUE,,,FEW,200,,,,,,,VFR,,,,,,,,,,,,METAR,81.0
KLCI 231056Z AUTO 00000KT 10SM CLR 04/04 A3036 RMK AO2 SLP283 T00440044,KLCI,2022-10-23T10:56:00Z,43.57,-71.42,4.4,4.4,0,0,,10.0,30.360237,1028.3,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,166.0
KLBT 231056Z AUTO 34004KT 10SM CLR 12/10 A3016 RMK AO2 SLP213 T01170100 TSNO,KLBT,2022-10-23T10:56:00Z,34.6,-79.07,11.7,10.0,340,4,,10.0,30.159449,1021.3,,TRUE,TRUE,,,TRUE,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,37.0
KLBL 231056Z AUTO 22022G29KT 10SM CLR 21/11 A2949 RMK AO2 PK WND 22030/1046 SLP950 T02060106,KLBL,2022-10-23T10:56:00Z,37.03,-100.97,20.6,10.6,220,22,29,10.0,29.489174,995.0,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,877.0
KLAS 231056Z 00000KT 10SM FEW075 OVC090 13/06 A2970 RMK AO2 SLP039 T01280056,KLAS,2022-10-23T10:56:00Z,36.07,-115.17,12.8,5.6,0,0,,10.0,29.698818,1003.9,,,TRUE,,,,,,,FEW,7500,OVC,9000,,,,,VFR,,,,,,,,,,,,METAR,662.0
KKLS 231056Z AUTO 13003KT 10SM BKN016 OVC047 08/07 A3000 RMK AO2 SLP161 T00780067,KKLS,2022-10-23T10:56:00Z,46.12,-122.9,7.8,6.7,130,3,,10.0,30.0,1016.1,,TRUE,TRUE,,,,,,,BKN,1600,OVC,4700,,,,,MVFR,,,,,,,,,,,,METAR,4.0
KJXN 231056Z 13006KT 10SM CLR 11/09 A3009 RMK AO2 SLP191 T01060089,KJXN,2022-10-23T10:56:00Z,42.27,-84.47,10.6,8.9,130,6,,10.0,30.088583,1019.1,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,303.0
KJRB 231056Z AUTO 04010KT 10SM OVC045 A3028 RMK AO2 SLPNO FZRANO $,KJRB,2022-10-23T10:56:00Z,40.7,-74.02,,,40,10,,10.0,30.280512,,,TRUE,TRUE,TRUE,,,TRUE,,,OVC,4500,,,,,,,VFR,,,,,,,,,,,,METAR,2.0
KJMS 231056Z AUTO 05007KT 10SM CLR 04/02 A2949 RMK AO2 SLP992 T00440022,KJMS,2022-10-23T10:56:00Z,46.93,-98.67,4.4,2.2,50,7,,10.0,29.489174,999.2,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,455.0
KJHW 231056Z AUTO 18006KT 10SM CLR 08/02 A3027 RMK AO2 SLP257 T00780022,KJHW,2022-10-23T10:56:00Z,42.15,-79.27,7.8,2.2,180,6,,10.0,30.268702,1025.7,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,520.0
KJAX 231056Z 00000KT 10SM CLR 11/09 A3012 RMK AO2 SLP199 T01110089,KJAX,2022-10-23T10:56:00Z,30.5,-81.68,11.1,8.9,0,0,,10.0,30.121063,1019.9,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,8.0
KJAC 231056Z AUTO 20005KT 9SM -SN OVC050 M01/M03 A2953 RMK AO2 UPB22E24B50E52SNE06B24E50B52 SLP014 T10111033 FZRANO PNO $,KJAC,2022-10-23T10:56:00Z,43.62,-110.73,-1.1,-3.3,200,5,,9.0,29.530512,1001.4,,TRUE,TRUE,TRUE,,,TRUE,,-SN,OVC,5000,,,,,,,VFR,,,,,,,,,,,,METAR,1967.0
KIWD 231056Z AUTO 17009G18KT 140V210 10SM CLR 16/09 A2976 RMK AO2 SLP077 T01560094,KIWD,2022-10-23T10:56:00Z,46.52,-90.12,15.6,9.4,170,9,18,10.0,29.760826,1007.7,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,373.0
KITH 231056Z 09006KT 10SM CLR 03/02 A3030 RMK AO2 SLP265 T00330022,KITH,2022-10-23T10:56:00Z,42.48,-76.45,3.3,2.2,90,6,,10.0,30.301182,1026.5,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,338.0
KISP 231056Z 01007KT 10SM FEW045 BKN100 OVC200 14/12 A3028 RMK AO2 SLP252 T01390122,KISP,2022-10-23T10:56:00Z,40.8,-73.1,13.9,12.2,10,7,,10.0,30.280512,1025.2,,,TRUE,,,,,,,FEW,4500,BKN,10000,OVC,20000,,,VFR,,,,,,,,,,,,METAR,25.0
KISO 231056Z 35006KT 10SM CLR 13/10 A3014,KISO,2022-10-23T10:56:00Z,35.32,-77.62,13.0,10.0,350,6,,10.0,30.138779,,,,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,27.0
KISM 231056Z 35006KT 10SM CLR 18/15 A3010 RMK AO2 SLP193 T01780150 PNO $,KISM,2022-10-23T10:56:00Z,28.28,-81.43,17.8,15.0,350,6,,10.0,30.100393,1019.3,,,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,25.0
KINW 231056Z AUTO 24012KT 10SM FEW044 13/05 A2967 RMK AO2 PK WND 23029/1030 SLP989 T01280050,KINW,2022-10-23T10:56:00Z,35.03,-110.72,12.8,5.0,240,12,,10.0,29.66929,998.9,,TRUE,TRUE,,,,,,,FEW,4400,,,,,,,VFR,,,,,,,,,,,,METAR,1492.0
KILE 231056Z AUTO 19014G19KT 10SM OVC020 22/17 A2984 RMK AO2 SLP094 T02170172,KILE,2022-10-23T10:56:00Z,31.08,-97.68,21.7,17.2,190,14,19,10.0,29.840551,1009.4,,TRUE,TRUE,,,,,,,OVC,2000,,,,,,,MVFR,,,,,,,,,,,,METAR,256.0
KHYS 231056Z AUTO 20009KT 10SM CLR 14/07 A2940 RMK AO2 SLP940 T01390072 $,KHYS,2022-10-23T10:56:00Z,38.85,-99.27,13.9,7.2,200,9,,10.0,29.40059,994.0,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,607.0
KHYA 231056Z 04003KT 10SM FEW120 12/12 A3030 RMK AO2 SLP263 T01220122 $,KHYA,2022-10-23T10:56:00Z,41.67,-70.27,12.2,12.2,40,3,,10.0,30.301182,1026.3,,,TRUE,TRUE,,,,,,FEW,12000,,,,,,,VFR,,,,,,,,,,,,METAR,11.0
KHWV 231056Z AUTO VRB04KT 10SM FEW110 14/11 A3028 RMK AO2 SLP253 T01390111,KHWV,2022-10-23T10:56:00Z,40.82,-72.87,13.9,11.1,0,4,,10.0,30.280512,1025.3,,TRUE,TRUE,,,,,,,FEW,11000,,,,,,,VFR,,,,,,,,,,,,METAR,20.0
