No errors
No warnings
55 ms
data source=aircraftreports
1968 results
receipt_time,observation_time,mid_point_assumed,no_time_stamp,flt_lvl_range,above_ground_level_indicated,no_flt_lvl,bad_location,aircraft_ref,latitude,longitude,altitude_ft_msl,sky_cover,cloud_base_ft_msl,cloud_top_ft_msl,sky_cover,cloud_base_ft_msl,cloud_top_ft_msl,turbulence_type,turbulence_intensity,turbulence_base_ft_msl,turbulence_top_ft_msl,turbulence_freq,turbulence_type,turbulence_intensity,turbulence_base_ft_msl,turbulence_top_ft_msl,turbulence_freq,icing_type,icing_intensity,icing_base_ft_msl,icing_top_ft_msl,icing_type,icing_intensity,icing_base_ft_msl,icing_top_ft_msl,visibility_statute_mi,wx_string,temp_c,wind_dir_degrees,wind_speed_kt,vert_gust_kt,report_type,raw_text
2022-10-22T01:36:42Z,2022-10-22T01:34:00Z,,,,,,,DAL70,51.9167,-29.0667,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-61,332,85,,AIREP,ARP DAL70 5155N 02904W 0134 F400 M61 332/85 5058N 02000W 0215 5058N 01500W KT N502DN DDL XXF 220134 J63A,
2022-10-22T01:36:42Z,2022-10-22T01:34:00Z,,,,,,,EIN1BL,51.0,-39.8667,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,285,105,,AIREP,ARP EIN1BL 5100N 03952W 0134 F360 M53 285/105 5159N 03000W 0218 5059N 02000W KT EILRB DDL IG1 220134 J16A,
2022-10-22T01:36:42Z,2022-10-22T01:34:00Z,,,,,,,DAL224,50.3167,-42.6333,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,275,105,,AIREP,ARP DAL224 5019N 04238W 0134 F360 M52 275/105 5059N 04000W 0146 5159N 03000W KT N820NW DDL IG1 220134 J43A,
2022-10-22T01:35:50Z,2022-10-22T01:34:00Z,,,,,,,AAL236,47.5667,-51.75,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,249,112,,AIREP,ARP AAL236 4734N 05145W 0134 F370 M54 249/112 4800N 05000W 0142 5100N 04000W KT N751AN DDL YYT 220134 F42A,
2022-10-22T01:36:42Z,2022-10-22T01:34:00Z,,,,,,,DAL194,46.15,-48.95,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,257,85,,AIREP,ARP DAL194 4609N 04857W 0134 F370 M54 257/85 4700N 04000W 0215 4600N 03000W KT N826NW DDL YYT 220134 J58A,
2022-10-22T01:36:42Z,2022-10-22T01:34:00Z,,,,,,,TAP218,46.0833,-43.1167,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,290,59,,AIREP,ARP TAP218 4605N 04307W 0134 F340 M46 290/59 4559N 04000W 0150 4459N 03500W KT CSTXF DDL IG1 220135 J10A,
2022-10-22T01:36:42Z,2022-10-22T01:34:00Z,,,,,,,DAL108,44.8833,-51.7,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,241,70,,AIREP,ARP DAL108 4453N 05142W 0134 F350 M47 241/70 4458N 04959W 0142 4658N 04000W KT N828MH QXS YYT 220134 F18A,
2022-10-22T01:46:09Z,2022-10-22T01:34:00Z,,,,,,,DH8D,44.6927,-122.3266,21000,,,,,,,CHOP,LGT-MOD,,,INT,,,,,,MIXED,MOD,,,,,,,,,-16,,,,PIREP,CVO UA /OV CVO056043/TM 0134/FL210/TP DH8D/TA M16/TB LGT-MOD INTMT CHOP/IC MOD MX/RM ZSE,
2022-10-22T02:07:00Z,2022-10-22T01:34:00Z,,,,,,,UAL462,43.75,-109.7333,30000,,,,,,,,MOD,,,,,NEG,,,,,,,,,,,,,,-33,250,55,,AIREP,ARP UAL462 4345N 10944W 0134 F300 M33 250/055 TB MODERATE SK CLEAR IC NONE RM B739 OV DNW08426 MDT TURB,
2022-10-22T01:39:53Z,2022-10-22T01:34:00Z,,,,,,,UPS76,22.8667,62.2,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,266,25,,AIREP,ARP UPS76 2252N 06212E 0134 F390 M52 266/25,
2022-10-22T01:46:10Z,2022-10-22T01:33:00Z,,,,,,,UAL962,59.9,-41.3667,35000,,,,,,,,MOD,,,,,NEG,,,,,,,,,,,,,,,238,84,,AIREP,ARP UAL962 5954N 04122W 0133 F350 238/084 TB MODERATE SK CLEAR IC NONE,
2022-10-22T01:34:39Z,2022-10-22T01:33:00Z,,,,,,,AAL70,58.1667,-56.8,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,261,54,,AIREP,ARP AAL70 5810N 05648W 0133 F380 M44 261/54 5900N 05000W 0157 6000N 04000W KT N787AL DDL XXH 220133 F65A,
2022-10-22T01:34:39Z,2022-10-22T01:33:00Z,,,,,,,ACA864,57.85,-53.7667,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,251,46,,AIREP,ARP ACA864 5751N 05346W 0133 F390 M45 251/46 5900N 05000W 0148 6000N 04000W KT CFRTG QXS YHO 220133 L54A,
2022-10-22T01:34:39Z,2022-10-22T01:33:00Z,,,,,,,UPS238,57.6667,-34.4,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,279,32,,AIREP,ARP UPS238 5740N 03424W 0133 F320 M45 279/32 5700N 04000W 0159 5600N 05000W KT N319UP QXT IGW 220133 F38A,
2022-10-22T01:34:39Z,2022-10-22T01:33:00Z,,,,,,,JAS27,55.55,-51.8333,43000,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,255,52,,AIREP,ARP JAS27 5533N 05150W 0133 F430 M51 255/52 JANJO 0201 4722N 06718W KT N417LX QXT EUA 220133 M30A,
2022-10-22T01:35:50Z,2022-10-22T01:33:00Z,,,,,,,AAL110,55.4833,-36.1333,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-60,286,103,,AIREP,ARP AAL110 5529N 03608W 0133 F380 M60 286/103 5600N 03000W 0156 5500N 02000W KT N815AA DDL XXN 220133 L08A,
2022-10-22T01:34:39Z,2022-10-22T01:33:00Z,,,,,,,AUA66,55.2,-38.4167,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,267,95,,AIREP,ARP AUA66 5512N 03825W 0133 F350 M50 267/95 5559N 03000W 0204 5459N 02000W KT OELPC DDL XXH 220133 F25A,
2022-10-22T01:34:39Z,2022-10-22T01:33:00Z,,,,,,,AUA74,53.4,-45.8333,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,255,152,,AIREP,ARP AUA74 5324N 04550W 0133 F360 M51 255/152 5500N 04000W 0156 5600N 03000W KT OELAY DDL XXN 220133 F11A,
2022-10-22T01:34:39Z,2022-10-22T01:33:00Z,,,,,,,BAW9E,53.2333,-38.3333,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-60,284,125,,AIREP,ARP BAW9E 5314N 03820W 0133 F390 M60 284/125 5400N 03000W 0206 5300N 02000W KT GVIIF DDL XXH 220133 F39A,
2022-10-22T01:34:39Z,2022-10-22T01:33:00Z,,,,,,,KLM628,52.1333,-38.9667,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,287,117,,AIREP,ARP KLM628 5208N 03858W 0133 F380 M57 287/117 5259N 03000W 0210 5159N 02000W KT PHBQB QXT AME 220133 F61A,
2022-10-22T01:35:50Z,2022-10-22T01:33:00Z,,,,,,,ITY615,52.05,-20.55,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,16,28,,AIREP,ARP ITY615 5203N 02033W 0133 F400 M52 016/28 5200N 02000W 0136 5158N 01500W KT EIDIP QXT EUA 220133 J74A,
2022-10-22T01:35:50Z,2022-10-22T01:33:00Z,,,,,,,EIN104,51.7333,-26.2833,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,348,87,,AIREP,ARP EIN104 5144N 02617W 0133 F390 M58 348/87 5100N 02000W 0204 DINIM KT EIFNH DDL XXN 220133 J77A,
2022-10-22T01:35:50Z,2022-10-22T01:33:00Z,,,,,,,QTR8134,51.0167,-17.4667,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,78,8,,AIREP,ARP QTR8134 5101N 01728W 0133 F350 M56 078/08 DINIM 0145 ELSOX KT A7BFL QXT AOE 220134 F87A,
2022-10-22T01:34:39Z,2022-10-22T01:33:00Z,,,,,,,BAW66V,50.9667,-48.6,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,251,143,,AIREP,ARP BAW66V 5058N 04836W 0133 F380 M57 251/143 5328N 03959W 0208 5428N 03000W KT GSTBA DDL YYT 220133 F45A,
2022-10-22T01:35:50Z,2022-10-22T01:33:00Z,,,,,,,AAL334,50.5833,-35.3167,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,319,107,,AIREP,ARP AAL334 5035N 03519W 0133 F390 M59 319/107 5100N 03000W 0156 5000N 02000W KT N785AN DDL XXN 220133 F53A,
2022-10-22T01:34:39Z,2022-10-22T01:33:00Z,,,,,,,AAL108,50.4667,-48.7,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-60,255,138,,AIREP,ARP AAL108 5028N 04842W 0133 F390 M60 255/138 5300N 04000W 0209 5400N 03000W KT N770AN DDL YYT 220133 F37A,
2022-10-22T01:34:39Z,2022-10-22T01:33:00Z,,,,,,,AFR681,50.35,-42.4333,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-62,278,112,,AIREP,ARP AFR681 5021N 04226W 0133 F400 M62 278/112 5058N 03959W 0143 5158N 03000W KT FHTYD QXT AME 220133 J82A,
2022-10-22T01:35:50Z,2022-10-22T01:33:00Z,,,,,,,AFR055,49.55,-48.4167,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,252,116,,AIREP,ARP AFR055 4933N 04825W 0133 F350 M49 252/116 5159N 04000W 0209 5259N 03000W KT FGSQI QXS YYT 220133 F28A,
2022-10-22T01:34:39Z,2022-10-22T01:33:00Z,,,,,,,DAL230,49.5333,-45.3333,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,264,96,,AIREP,ARP DAL230 4932N 04520W 0133 F360 M52 264/96 5059N 04000W 0157 5159N 03000W KT N186DN QXT IGW 220133 F44A,
2022-10-22T01:35:50Z,2022-10-22T01:33:00Z,,,,,,,AAL66,48.8667,-32.1333,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,337,113,,AIREP,ARP AAL66 4852N 03208W 0133 F380 M57 337/113 4900N 03000W 0144 4700N 02000W KT N773AN DDL XXN 220133 F50A,
2022-10-22T01:34:10Z,2022-10-22T01:33:00Z,,,,,,,UAL999,47.4667,-48.7,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,257,92,,AIREP,ARP UAL999 4728N 04842W 0133 F340 M46 257/92 5000N 04000W 0212 5100N 03000W KT N2251U DDL YYT 220133 F65A,
2022-10-22T01:34:39Z,2022-10-22T01:33:00Z,,,,,,,DAL38,47.4,-48.8167,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,257,97,,AIREP,ARP DAL38 4724N 04849W 0133 F360 M51 257/97 4959N 04000W 0215 5059N 03000W KT N176DZ QXS YYT 220133 F04A,
2022-10-22T01:58:30Z,2022-10-22T01:33:00Z,,,,,,,B739,39.3678,-106.0577,25000,,,,,,,,MOD,,,,,,,,,,,,,,,,,,,,,,,PIREP,DEN UA /OV DEN240070/TM 0133/FL250/TP B739/TB MOD/RM DURD ZDV FD,
2022-10-22T01:37:42Z,2022-10-22T01:33:00Z,,,,,,,QTR840,21.8667,66.9333,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,287,33,,AIREP,ARP QTR840 2152N 06656E 0133 F410 M58 287/33,
2022-10-22T01:37:42Z,2022-10-22T01:33:00Z,,,,,,,UAE523,18.2,63.0667,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,339,7,,AIREP,ARP UAE523 1812N 06304E 0133 F360 M44 339/07,
2022-10-22T01:37:42Z,2022-10-22T01:33:00Z,,,,,,,SVA867,17.0667,69.7833,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,320,7,,AIREP,ARP SVA867 1704N 06947E 0133 F360 M46 320/07,
2022-10-22T02:07:00Z,2022-10-22T01:33:00Z,,,,,,,UAL115,0.95,-142.0833,37900,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,294,23,,AIREP,ARP UAL115 0057N 14205W 0133 F379 M51 294/023,
2022-10-22T02:07:00Z,2022-10-22T01:33:00Z,,,,,,,ANZ953,-20.4,177.1,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,262,89,,AIREP,ARP ANZ953 2024S 17706E 0133 F390 M55 262/89,
2022-10-22T02:07:00Z,2022-10-22T01:33:00Z,,,,,,,ANZ953,-20.4,177.0667,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,262,89,,AIREP,ARP ANZ953 2024S 17704E 0133 F390 M55 262/089,
2022-10-22T02:06:54Z,2022-10-22T01:33:00Z,,,,,,,ACI600P,-23.0,-178.8,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,261,110,,AIREP,ARP ACI600P 2300S 17848W 0133 F390 M56 261/110,
2022-10-22T02:37:08Z,2022-10-22T01:33:00Z,,,,,,,QFA11,-29.1,166.3,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,248,87,,AIREP,ARP QFA11 2906S 16618E 0133 F360 M50 248/87,
2022-10-22T02:07:00Z,2022-10-22T01:33:00Z,,,,,,,DAL40,-29.3,165.6,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,244,87,,AIREP,ARP DAL40 2918S 16536E 0133 F330 M44 244/87,
2022-10-22T02:06:54Z,2022-10-22T01:33:00Z,,,,,,,ANZ102,-37.2,169.2,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,184,31,,AIREP,ARP ANZ102 3712S 16912E 0133 F330 M51 184/31,
2022-10-22T01:33:50Z,2022-10-22T01:32:00Z,,,,,,,BAW4EA,60.6667,-55.8667,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,357,35,,AIREP,ARP BAW4EA 6040N 05552W 0132 F410 M45 357/35 6100N 05000W 0152 6100N 04000W KT GZBKI DDL XXH 220132 L37A,
2022-10-22T01:34:10Z,2022-10-22T01:32:00Z,,,,,,,UAL962,59.8333,-42.4,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,219,84,,AIREP,ARP UAL962 5950N 04224W 0132 F350 M56 219/84 6000N 04000W 0140 6000N 03000W KT N69059 DDL UAK 220132 F71A,
2022-10-22T01:34:39Z,2022-10-22T01:32:00Z,,,,,,,ACA896,57.8333,-42.4833,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,232,82,,AIREP,ARP ACA896 5750N 04229W 0132 F350 M55 232/82 5800N 04000W 0141 5800N 03000W KT CFJZS DDL UAK 220133 F45A,
2022-10-22T01:33:50Z,2022-10-22T01:32:00Z,,,,,,,DAL220,57.1167,-60.7667,37100,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,257,57,,AIREP,ARP DAL220 5707N 06046W 0132 F371 M49 257/57 AVUTI 0142 5900N 05000W KT N409DX DDL YYR 220132 J35A,
2022-10-22T01:34:10Z,2022-10-22T01:32:00Z,,,,,,,DLH411,54.5333,-35.8167,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,294,119,,AIREP,ARP DLH411 5432N 03549W 0132 F380 M58 294/119 5500N 03000W 0155 5400N 02000W KT DAIHU DDL XXH 220132 J51A,
2022-10-22T01:33:50Z,2022-10-22T01:32:00Z,,,,,,,KLM290,53.5167,-41.8833,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-60,267,140,,AIREP,ARP KLM290 5331N 04153W 0132 F390 M60 267/140 5359N 04000W 0139 5459N 03000W KT PHAKE QXT AME 220132 J49A,
2022-10-22T01:34:10Z,2022-10-22T01:32:00Z,,,,,,,AFR639,52.2667,-49.2333,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,255,150,,AIREP,ARP AFR639 5216N 04914W 0132 F370 M51 255/150 5500N 04000W 0208 5600N 03000W KT FGSPI QXS YAY 220132 F23A,
2022-10-22T01:34:10Z,2022-10-22T01:32:00Z,,,,,,,AAL716,51.4667,-36.1167,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,306,116,,AIREP,ARP AAL716 5128N 03607W 0132 F380 M57 306/116 5158N 03000W 0158 5058N 02000W KT N771AN DDL XXH 220132 F57A,
2022-10-22T01:33:50Z,2022-10-22T01:32:00Z,,,,,,,TEU17,51.0833,-35.9,45000,,,,,,,,,,,,,,,,,,,,,,,,,,,-66,301,94,,AIREP,ARP TEU17 5105N 03554W 0132 F450 M66 301/94 5059N 03000W 0155 5059N 02000W KT 9HMRV QXT AME 220132 F65A,
2022-10-22T01:34:10Z,2022-10-22T01:32:00Z,,,,,,,UAL884,51.0833,-39.3167,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-62,292,118,,AIREP,ARP UAL884 5105N 03919W 0132 F400 M62 292/118 5159N 03000W 0210 5059N 02000W KT N20904 DDL XXN 220133 L11A,
2022-10-22T01:33:50Z,2022-10-22T01:32:00Z,,,,,,,UAL950,51.0667,-39.4333,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,285,91,,AIREP,ARP UAL950 5104N 03926W 0132 F340 M46 285/91 5159N 03000W 0212 5059N 02000W KT N2639U DDL XXH 220132 F84A,
2022-10-22T01:35:50Z,2022-10-22T01:32:00Z,,,,,,,AAL742,48.6167,-35.0167,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-64,333,91,,AIREP,ARP AAL742 4837N 03501W 0132 F410 M64 333/91 4900N 03000W 0157 4700N 02000W KT N872AN DDL XXF 220132 L69A,
2022-10-22T01:34:10Z,2022-10-22T01:32:00Z,,,,,,,DAL14,48.55,-51.6833,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,246,119,,AIREP,ARP DAL14 4833N 05141W 0132 F370 M54 246/119 4900N 05000W 0140 5200N 04000W KT N809NW DDL YYT 220132 J33A,
2022-10-22T01:34:10Z,2022-10-22T01:32:00Z,,,,,,,UAL992,48.1833,-43.05,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,280,76,,AIREP,ARP UAL992 4811N 04303W 0132 F350 M49 280/76 4858N 03959W 0146 4858N 03000W KT N66051 DDL XXH 220132 F32A,
2022-10-22T01:34:10Z,2022-10-22T01:32:00Z,,,,,,,BAW18B,45.9333,-53.95,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,245,105,,AIREP,ARP BAW18B 4556N 05357W 0132 F390 M59 245/105 4711N 05138W 0145 4800N 05000W KT GVIIE DDL YYT 220132 F30A,
2022-10-22T01:34:10Z,2022-10-22T01:32:00Z,,,,,,,UAL120,45.3667,-54.4167,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,236,88,,AIREP,ARP UAL120 4522N 05425W 0132 F350 M48 236/88 4600N 05000W 0153 4800N 04000W KT N76064 DDL YYT 220132 F44A,
2022-10-22T01:44:16Z,2022-10-22T01:32:00Z,,,,,,,E75S,44.5894,-92.485,16000,,,,,,,,,,,,,,,,,RIME,LGT,16000,18000,,,,,,,-12,,,,PIREP,RGK UA /OV RGK/TM 0132/FL160/TP E75S/TA M12/IC LGT RIME 160-180,
2022-10-22T01:39:04Z,2022-10-22T01:32:00Z,,,,,,,UAL569,38.1333,-70.3667,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,210,95,,AIREP,ARP UAL569 3808N 7022W 0132 F340 MS48 210/095KT,
2022-10-22T01:44:17Z,2022-10-22T01:32:00Z,,,,,,,EPIC,34.8999,-120.458,1600,OVC,1300,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIREP,SMX UA /OV SMX/TM 0132/FL016/TP EPIC/SK OVC013-TOP016,
2022-10-22T01:44:14Z,2022-10-22T01:32:00Z,,,,,,,C172,32.9845,-96.8422,1000,,,,,,,LLWS,,,,,,,,,,,,,,,,,,,,,,,,Urgent PIREP,ADS UUA /OV ADS340001/TM 0132/FL010/TP C172/RM LLWS +15KT SHORT FINAL RWY 16,
2022-10-22T02:06:09Z,2022-10-22T01:32:00Z,,,,,,,UAL1563,31.9833,-141.9167,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,-43,30,30,,AIREP,ARP UAL1563 3159N 14155W 0132 F330 M43 030/030,
2022-10-22T01:37:42Z,2022-10-22T01:32:00Z,,,,,,,UAE394,22.9667,67.4667,30700,,,,,,,,,,,,,,,,,,,,,,,,,,,-34,316,41,,AIREP,ARP UAE394 2258N 06728E 0132 F307 M34 316/41,
2022-10-22T01:35:50Z,2022-10-22T01:32:00Z,,,,,,,UAE378,21.7833,67.15,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-43,327,39,,AIREP,ARP UAE378 2147N 06709E 0132 F350 M43 327/39,
2022-10-22T01:35:50Z,2022-10-22T01:32:00Z,,,,,,,UAE658,20.8667,59.7833,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,-38,255,11,,AIREP,ARP UAE658 2052N 05947E 0132 F330 M38 255/11,
2022-10-22T02:06:09Z,2022-10-22T01:32:00Z,,,,,,,UAE526,20.0833,72.05,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,290,33,,AIREP,ARP UAE526 2005N 07203E 0132 F370 M45 290/33,
2022-10-22T01:34:39Z,2022-10-22T01:31:00Z,,,,,,,FPY846,60.0667,-58.4167,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,272,43,,AIREP,ARP FPY846 6004N 05825W 0131 F370 M45 272/43 PIDSO 0135 6200N 05000W KT TFPPB DDL IG1 220133 J42A,
2022-10-22T01:33:50Z,2022-10-22T01:31:00Z,,,,,,,AMX004,59.6167,-52.3167,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-41,239,43,,AIREP,ARP AMX004 5937N 05219W 0131 F360 M41 239/43 URTAK 0156 LOMTA KT XAADH DDL UAK 220131 L19A,
2022-10-22T01:33:50Z,2022-10-22T01:31:00Z,,,,,,,SAS910,59.6,-31.0667,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-63,260,24,,AIREP,ARP SAS910 5936N 03104W 0131 F390 M63 260/24 5958N 02958W 0136 6158N 01959W KT LNRKN DDL KEF 220131 J07A,
2022-10-22T01:33:50Z,2022-10-22T01:31:00Z,,,,,,,KAC118,52.65,-25.8,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,349,73,,AIREP,ARP KAC118 5239N 02548W 0131 F320 M47 349/73 5158N 02000W 0156 5158N 01500W KT 9KAOF QXT AME 220131 F48A,
2022-10-22T01:34:10Z,2022-10-22T01:31:00Z,,,,,,,N117MS,52.0667,-31.7,43000,,,,,,,,,,,,,,,,,,,,,,,,,,,-65,319,94,,AIREP,ARP N117MS 5204N 03142W 0131 F430 M65 319/94 5200N 03000W 0138 5200N 02000W KT N117MS QXT AME 220131 M95A,
2022-10-22T01:33:40Z,2022-10-22T01:31:00Z,,,,,,,CRL901,50.6667,-34.0167,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,326,107,,AIREP,ARP CRL901 5040N 03401W 0131 F380 M58 326/107 5058N 03000W 0149 4958N 02000W KT FHROK QXT EUA 220131 J70A,
2022-10-22T01:34:10Z,2022-10-22T01:31:00Z,,,,,,,CLX79N,50.0,-52.0167,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,243,137,,AIREP,ARP CLX79N 5000N 05201W 0131 F370 M53 243/137 BUDAR 0131 5030N 05000W KT LXVCV QXS YYT 220131 F65A,
2022-10-22T01:33:50Z,2022-10-22T01:31:00Z,,,,,,,BCS385,48.8,-31.1667,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-66,329,106,,AIREP,ARP BCS385 4848N 03110W 0131 F410 M66 329/106 4859N 03000W 0137 4959N 02000W KT OOSEA DDL XXN 220131 J16A,
2022-10-22T01:33:50Z,2022-10-22T01:31:00Z,,,,,,,UAL57,47.3667,-45.8833,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,259,75,,AIREP,ARP UAL57 4722N 04553W 0131 F340 M46 259/75 4859N 04000W 0159 4859N 03000W KT N2136U DDL XXH 220131 F67A,
2022-10-22T01:33:50Z,2022-10-22T01:31:00Z,,,,,,,AAL94,45.6833,-51.65,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,248,92,,AIREP,ARP AAL94 4541N 05139W 0131 F370 M53 248/92 4600N 05000W 0138 4700N 04000W KT N786AN DDL YYT 220131 F51A,
2022-10-22T02:06:09Z,2022-10-22T01:31:00Z,,,,,,,UAL1723,32.1667,-132.8333,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,40,80,,AIREP,ARP UAL1723 3210N 13250W 0131 F330 M45 040/080,
2022-10-22T01:35:50Z,2022-10-22T01:31:00Z,,,,,,,UAE376,23.0667,63.7833,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,283,37,,AIREP,ARP UAE376 2304N 06347E 0131 F390 M54 283/37,
2022-10-22T01:35:50Z,2022-10-22T01:31:00Z,,,,,,,ETD281,19.2333,63.2167,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-56,283,9,,AIREP,ARP ETD281 1914N 06313E 0131 F400 M56 283/09,
2022-10-22T01:33:40Z,2022-10-22T01:30:00Z,,,,,,,DLH433,58.85,-42.3167,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,216,72,,AIREP,ARP DLH433 5851N 04219W 0130 F330 M53 216/72 5900N 04000W 0138 5800N 03000W KT DABYT DDL UAK 220130 F08A,
2022-10-22T01:33:39Z,2022-10-22T01:30:00Z,,,,,,,AAL724,58.1,-46.0167,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,226,51,,AIREP,ARP AAL724 5806N 04601W 0130 F390 M50 226/51 5800N 04000W 0152 5800N 03000W KT N761AJ DDL UAK 220130 F65A,
2022-10-22T01:33:50Z,2022-10-22T01:30:00Z,,,,,,,KLM656,56.3333,-22.55,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-57,13,45,,AIREP,ARP KLM656 5620N 02233W 0130 F410 M57 013/45 5600N 02000W 0142 PIKIL KT PHAKD QXT EUA 220131 J49A,
2022-10-22T01:33:40Z,2022-10-22T01:30:00Z,,,,,,,EIN1TC,51.0167,-39.7667,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,-43,284,87,,AIREP,ARP EIN1TC 5101N 03946W 0130 F320 M43 284/87 5159N 03000W 0213 5059N 02000W KT EILRC DDL IG1 220130 J54A,
2022-10-22T01:33:40Z,2022-10-22T01:30:00Z,,,,,,,SIA7957,51.0167,-56.8,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,231,105,,AIREP,ARP SIA7957 5101N 05648W 0130 F350 M48 231/105 TUDEP 0144 5200N 05000W KT 9VSFP DDL YQX 220130 F29A,
2022-10-22T01:33:40Z,2022-10-22T01:30:00Z,,,,,,,NBT702,49.4667,-48.6,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-60,257,128,,AIREP,ARP NBT702 4928N 04836W 0130 F400 M60 257/128 5159N 03959W 0207 5259N 03000W KT LNFNB QXS YYT 220130 L15A,
2022-10-22T01:41:22Z,2022-10-22T01:30:00Z,,,,,,,UAL931,49.4667,-74.9833,35000,,,,,,,CHOP,LGT,,,OCNL,,,,,,,,,,,,,,,,,252,67,,AIREP,ARP UAL931 4928N 07459W 0130 F350 252/067 TB OCNL LGT CHOP IC,
2022-10-22T01:34:10Z,2022-10-22T01:30:00Z,,,,,,,DAL230,49.35,-45.9667,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,261,101,,AIREP,ARP DAL230 4921N 04558W 0130 F360 M52 261/101 5059N 04000W 0157 5159N 03000W KT N186DN QXT IGW 220133 F43A,
