No errors
No warnings
312 ms
data source=metars
4685 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
ZSFZ 220200Z 01006MPS 9999 BKN046 27/17 Q1018 NOSIG,ZSFZ,2022-10-22T02:00:00Z,25.93,119.67,27.0,17.0,10,12,,6.21,30.059055,,,,,,TRUE,,,,,BKN,4600,,,,,,,VFR,,,,,,,,,,,,METAR,14.0
ZSAM 220200Z VRB01MPS 9999 OVC040 27/19 Q1017 NOSIG,ZSAM,2022-10-22T02:00:00Z,24.53,118.13,27.0,19.0,0,2,,6.21,30.029528,,,,,,TRUE,,,,,OVC,4000,,,,,,,VFR,,,,,,,,,,,,METAR,13.0
ZPPP 220200Z 04002MPS 360V070 8000 FEW016 BKN046 15/14 Q1033 NOSIG,ZPPP,2022-10-22T02:00:00Z,25.0,102.65,15.0,14.0,40,4,,4.97,30.501968,,,,,,TRUE,,,,,FEW,1600,BKN,4600,,,,,MVFR,,,,,,,,,,,,METAR,1885.0
ZLXY 220200Z VRB01MPS 3000 HZ NSC 18/12 Q1029 NOSIG,ZLXY,2022-10-22T02:00:00Z,34.43,108.75,18.0,12.0,0,2,,1.86,30.383858,,,,,,TRUE,,,,HZ,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,478.0
ZLLL 220200Z 11001MPS CAVOK 10/M04 Q1033 NOSIG,ZLLL,2022-10-22T02:00:00Z,36.52,103.62,10.0,-4.0,110,2,,6.21,30.501968,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1939.0
ZJSY 220200Z 06006MPS 9999 FEW066 27/16 Q1015 NOSIG,ZJSY,2022-10-22T02:00:00Z,18.3,109.42,27.0,16.0,60,12,,6.21,29.970472,,,,,,TRUE,,,,,FEW,6600,,,,,,,VFR,,,,,,,,,,,,METAR,27.0
ZJHK 220200Z 04004MPS 350V060 9999 SCT023 27/23 Q1018 NOSIG,ZJHK,2022-10-22T02:00:00Z,19.93,110.43,27.0,23.0,40,8,,6.21,30.059055,,,,,,TRUE,,,,,SCT,2300,,,,,,,VFR,,,,,,,,,,,,METAR,21.0
ZHHH 220200Z VRB01MPS CAVOK 21/11 Q1023 NOSIG,ZHHH,2022-10-22T02:00:00Z,30.78,114.22,21.0,11.0,0,2,,6.21,30.206694,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,33.0
ZHCC 220200Z 35005MPS 7000 NSC 24/08 Q1025 NOSIG,ZHCC,2022-10-22T02:00:00Z,34.52,113.83,24.0,8.0,350,10,,4.35,30.265747,,,,,,TRUE,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,149.0
ZGSZ 220200Z 01005MPS 330V040 CAVOK 29/15 Q1017 NOSIG,ZGSZ,2022-10-22T02:00:00Z,22.63,113.8,29.0,15.0,10,10,,6.21,30.029528,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,18.0
ZGOW 220200Z 12002MPS 080V140 9999 BKN033 26/17 Q1017 NOSIG,ZGOW,2022-10-22T02:00:00Z,23.55,116.5,26.0,17.0,120,4,,6.21,30.029528,,,,,,TRUE,,,,,BKN,3300,,,,,,,VFR,,,,,,,,,,,,METAR,4.0
ZGNN 220200Z 34002MPS 280V040 CAVOK 27/20 Q1019 NOSIG,ZGNN,2022-10-22T02:00:00Z,22.62,108.17,27.0,20.0,340,4,,6.21,30.088583,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,128.0
ZGKL 220200Z 05005MPS 010V090 CAVOK 30/10 Q1021 NOSIG,ZGKL,2022-10-22T02:00:00Z,25.22,110.03,30.0,10.0,50,10,,6.21,30.147638,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,151.0
ZGHA 220200Z 34003MPS 300V020 8000 NSC 25/12 Q1023 NOSIG,ZGHA,2022-10-22T02:00:00Z,28.18,113.22,25.0,12.0,340,6,,4.97,30.206694,,,,,,TRUE,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,61.0
ZBSJ 220200Z VRB01MPS CAVOK 22/01 Q1026 NOSIG,ZBSJ,2022-10-22T02:00:00Z,38.28,114.7,22.0,1.0,0,2,,6.21,30.295275,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,70.0
ZBHH 220200Z VRB01MPS CAVOK 08/M05 Q1031 NOSIG,ZBHH,2022-10-22T02:00:00Z,40.85,111.82,8.0,-5.0,0,2,,6.21,30.442913,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1081.0
WSSL 220200Z VRB02KT 9999 FEW018 BKN150 29/23 Q1013,WSSL,2022-10-22T02:00:00Z,1.42,103.87,29.0,23.0,0,2,,6.21,29.911417,,,,,,,,,,,FEW,1800,BKN,15000,,,,,VFR,,,,,,,,,,,,METAR,11.0
WSAP 220200Z 33003KT 9999 FEW018 BKN160 30/23 Q1013,WSAP,2022-10-22T02:00:00Z,1.37,103.92,30.0,23.0,330,3,,6.21,29.911417,,,,,,,,,,,FEW,1800,BKN,16000,,,,,VFR,,,,,,,,,,,,METAR,20.0
WMSA 220200Z 32005KT 280V030 9999 FEW018 28/24 Q1014,WMSA,2022-10-22T02:00:00Z,3.13,101.55,28.0,24.0,320,5,,6.21,29.940945,,,,,,,,,,,FEW,1800,,,,,,,VFR,,,,,,,,,,,,METAR,19.0
WMKN 220200Z 28003KT 240V310 9999 -RA FEW008 SCT020 25/25 Q1013 RETSRA,WMKN,2022-10-22T02:00:00Z,5.37,103.1,25.0,25.0,280,3,,6.21,29.911417,,,,,,,,,,-RA,FEW,800,SCT,2000,,,,,VFR,,,,,,,,,,,,METAR,12.0
WMKM 220200Z VRB03KT 9999 FEW018 28/24 Q1014,WMKM,2022-10-22T02:00:00Z,2.27,102.25,28.0,24.0,0,3,,6.21,29.940945,,,,,,,,,,,FEW,1800,,,,,,,VFR,,,,,,,,,,,,METAR,9.0
WMKL 220200Z 11003KT 070V150 9999 SCT020 28/26 Q1014,WMKL,2022-10-22T02:00:00Z,6.32,99.72,28.0,26.0,110,3,,6.21,29.940945,,,,,,,,,,,SCT,2000,,,,,,,VFR,,,,,,,,,,,,METAR,4.0
WMKJ 220200Z VRB05KT 9999 FEW018 29/25 Q1013,WMKJ,2022-10-22T02:00:00Z,1.63,103.67,29.0,25.0,0,5,,6.21,29.911417,,,,,,,,,,,FEW,1800,,,,,,,VFR,,,,,,,,,,,,METAR,38.0
WMKI 220200Z 00000KT 9000 FEW007 SCT025 24/22 Q1015,WMKI,2022-10-22T02:00:00Z,4.57,101.08,24.0,22.0,0,0,,5.59,29.970472,,,,,,,,,,,FEW,700,SCT,2500,,,,,VFR,,,,,,,,,,,,METAR,37.0
WMKE 220200Z 00000KT 9999 FEW014CB 28/25 Q1013,WMKE,2022-10-22T02:00:00Z,4.53,103.43,28.0,25.0,0,0,,6.21,29.911417,,,,,,,,,,,FEW,1400,,,,,,,VFR,,,,,,,,,,,,METAR,5.0
WMKD 220200Z 00000KT 9999 FEW018 27/24 Q1013 NOSIG,WMKD,2022-10-22T02:00:00Z,3.77,103.22,27.0,24.0,0,0,,6.21,29.911417,,,,,,TRUE,,,,,FEW,1800,,,,,,,VFR,,,,,,,,,,,,METAR,18.0
WMKC 220200Z 00000KT 9999 FEW012 26/25 Q1013 RERA,WMKC,2022-10-22T02:00:00Z,6.17,102.28,26.0,25.0,0,0,,6.21,29.911417,,,,,,,,,,,FEW,1200,,,,,,,VFR,,,,,,,,,,,,METAR,7.0
WMKB 220200Z 12005KT 070V150 8000 FEW020 SCT024 27/24 Q1014 NOSIG,WMKB,2022-10-22T02:00:00Z,5.47,100.38,27.0,24.0,120,5,,4.97,29.940945,,,,,,TRUE,,,,,FEW,2000,SCT,2400,,,,,MVFR,,,,,,,,,,,,METAR,4.0
WMKA 220200Z VRB02KT 9999 FEW020 26/24 Q1014,WMKA,2022-10-22T02:00:00Z,6.2,100.4,26.0,24.0,0,2,,6.21,29.940945,,,,,,,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,5.0
WMBA 220200Z 06003KT 310V120 9000 FEW010 26/24 Q1014,WMBA,2022-10-22T02:00:00Z,4.22,100.7,26.0,24.0,60,3,,5.59,29.940945,,,,,,,,,,,FEW,1000,,,,,,,VFR,,,,,,,,,,,,METAR,9.0
WMAU 220200Z VRB03KT 9000 SCT025 28/25 Q1013,WMAU,2022-10-22T02:00:00Z,2.38,103.88,28.0,25.0,0,3,,5.59,29.911417,,,,,,,,,,,SCT,2500,,,,,,,VFR,,,,,,,,,,,,METAR,5.0
WBKW 220200Z VRB02KT 9999 VCSH FEW015CB SCT016 30/26 Q1013,WBKW,2022-10-22T02:00:00Z,4.32,118.12,30.0,26.0,0,2,,6.21,29.911417,,,,,,,,,,VCSH,FEW,1500,SCT,1600,,,,,VFR,,,,,,,,,,,,METAR,17.0
WBKT 220200Z 12004KT 050V210 9999 FEW015 30/26 Q1012,WBKT,2022-10-22T02:00:00Z,6.92,116.83,30.0,26.0,120,4,,6.21,29.88189,,,,,,,,,,,FEW,1500,,,,,,,VFR,,,,,,,,,,,,METAR,11.0
WBKS 220200Z VRB02KT 9999 SCT016 30/25 Q1012,WBKS,2022-10-22T02:00:00Z,5.9,118.07,30.0,25.0,0,2,,6.21,29.88189,,,,,,,,,,,SCT,1600,,,,,,,VFR,,,,,,,,,,,,METAR,13.0
WBKL 220200Z VRB03KT 9999 FEW014 28/25 Q1013,WBKL,2022-10-22T02:00:00Z,5.3,115.25,28.0,25.0,0,3,,6.21,29.911417,,,,,,,,,,,FEW,1400,,,,,,,VFR,,,,,,,,,,,,METAR,29.0
WBGY 220200Z 13003KT 030V190 9999 SCT016 28/26 Q1013,WBGY,2022-10-22T02:00:00Z,1.22,111.45,28.0,26.0,130,3,,6.21,29.911417,,,,,,,,,,,SCT,1600,,,,,,,VFR,,,,,,,,,,,,METAR,13.0
WBGS 220200Z 13006KT 080V200 9999 FEW016 28/24 Q1013,WBGS,2022-10-22T02:00:00Z,2.27,111.98,28.0,24.0,130,6,,6.21,29.911417,,,,,,,,,,,FEW,1600,,,,,,,VFR,,,,,,,,,,,,METAR,26.0
WBGR 220200Z 11004KT 060V160 9999 SCT016 29/25 Q1013,WBGR,2022-10-22T02:00:00Z,4.32,113.98,29.0,25.0,110,4,,6.21,29.911417,,,,,,,,,,,SCT,1600,,,,,,,VFR,,,,,,,,,,,,METAR,18.0
WBGB 220200Z VRB03KT 9999 SCT014 29/26 Q1013,WBGB,2022-10-22T02:00:00Z,3.12,113.02,29.0,26.0,0,3,,6.21,29.911417,,,,,,,,,,,SCT,1400,,,,,,,VFR,,,,,,,,,,,,METAR,34.0
VYNT 220200Z 03006KT 7000 FEW020 FEW120 28/23 Q1013 NOSIG,VYNT,2022-10-22T02:00:00Z,19.62,96.2,28.0,23.0,30,6,,4.35,29.911417,,,,,,TRUE,,,,,FEW,2000,FEW,12000,,,,,MVFR,,,,,,,,,,,,METAR,610.0
VTUW 220200Z 07005KT 9999 FEW035 BKN090 24/22 Q1017 NOSIG,VTUW,2022-10-22T02:00:00Z,17.38,104.63,24.0,22.0,70,5,,6.21,30.029528,,,,,,TRUE,,,,,FEW,3500,BKN,9000,,,,,VFR,,,,,,,,,,,,METAR,167.0
VTUV 220200Z 05009KT 020V080 9999 FEW020 BKN100 25/22 Q1015 NOSIG,VTUV,2022-10-22T02:00:00Z,16.12,103.78,25.0,22.0,50,9,,6.21,29.970472,,,,,,TRUE,,,,,FEW,2000,BKN,10000,,,,,VFR,,,,,,,,,,,,METAR,136.0
VTUU 220200Z 05010KT 9999 FEW020 27/23 Q1015 NOSIG,VTUU,2022-10-22T02:00:00Z,15.25,104.87,27.0,23.0,50,10,,6.21,29.970472,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,119.0
VTUQ 220200Z 05006KT 360V080 9999 FEW025 27/23 Q1016 NOSIG,VTUQ,2022-10-22T02:00:00Z,14.95,102.32,27.0,23.0,50,6,,6.21,30.0,,,,,,TRUE,,,,,FEW,2500,,,,,,,VFR,,,,,,,,,,,,METAR,225.0
VTUO 220200Z 06013KT 9999 BKN020 26/24 Q1016 NOSIG,VTUO,2022-10-22T02:00:00Z,15.23,103.25,26.0,24.0,60,13,,6.21,30.0,,,,,,TRUE,,,,,BKN,2000,,,,,,,MVFR,,,,,,,,,,,,METAR,182.0
VTUL 220200Z 24003KT 200V300 9999 BKN030 26/22 Q1017 NOSIG,VTUL,2022-10-22T02:00:00Z,17.43,101.72,26.0,22.0,240,3,,6.21,30.029528,,,,,,TRUE,,,,,BKN,3000,,,,,,,MVFR,,,,,,,,,,,,METAR,257.0
VTUK 220200Z 04008KT 9999 FEW030 BKN080 26/22 Q1017 NOSIG,VTUK,2022-10-22T02:00:00Z,16.47,102.78,26.0,22.0,40,8,,6.21,30.029528,,,,,,TRUE,,,,,FEW,3000,BKN,8000,,,,,VFR,,,,,,,,,,,,METAR,190.0
VTUI 220200Z 06005KT 010V100 9999 FEW030 BKN100 25/21 Q1016 NOSIG,VTUI,2022-10-22T02:00:00Z,17.2,104.12,25.0,21.0,60,5,,6.21,30.0,,,,,,TRUE,,,,,FEW,3000,BKN,10000,,,,,VFR,,,,,,,,,,,,METAR,162.0
VTUD 220200Z 06005KT 020V100 9999 SCT030 BKN070 26/21 Q1017 NOSIG,VTUD,2022-10-22T02:00:00Z,17.37,102.78,26.0,21.0,60,5,,6.21,30.029528,,,,,,TRUE,,,,,SCT,3000,BKN,7000,,,,,VFR,,,,,,,,,,,,METAR,177.0
VTST 220200Z 01003KT 310V080 9999 FEW030 27/26 Q1013 NOSIG,VTST,2022-10-22T02:00:00Z,7.52,99.62,27.0,26.0,10,3,,6.21,29.911417,,,,,,TRUE,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,17.0
VTSR 220200Z 00000KT 9999 FEW015 SCT020 25/24 Q1014 NOSIG,VTSR,2022-10-22T02:00:00Z,9.78,98.58,25.0,24.0,0,0,,6.21,29.940945,,,,,,TRUE,,,,,FEW,1500,SCT,2000,,,,,VFR,,,,,,,,,,,,METAR,23.0
VTSM 220200Z 00000KT 9999 FEW014 SCT020 27/26 Q1014 NOSIG,VTSM,2022-10-22T02:00:00Z,9.55,100.07,27.0,26.0,0,0,,6.21,29.940945,,,,,,TRUE,,,,,FEW,1400,SCT,2000,,,,,VFR,,,,,,,,,,,,METAR,12.0
VTSG 220200Z 02003KT 330V070 4400 BR FEW005 25/25 Q1014 BECMG TL0230 8000 NSW,VTSG,2022-10-22T02:00:00Z,8.1,98.98,25.0,25.0,20,3,,2.73,29.940945,,,,,,,,,,BR,FEW,500,,,,,,,IFR,,,,,,,,,,,,METAR,32.0
VTSF 220200Z VRB02KT 9999 SCT018 BKN100 28/27 Q1014 NOSIG,VTSF,2022-10-22T02:00:00Z,8.53,99.95,28.0,27.0,0,2,,6.21,29.940945,,,,,,TRUE,,,,,SCT,1800,BKN,10000,,,,,VFR,,,,,,,,,,,,METAR,6.0
VTSE 220200Z VRB02KT 9999 FEW020 28/24 Q1013 NOSIG,VTSE,2022-10-22T02:00:00Z,10.72,99.37,28.0,24.0,0,2,,6.21,29.911417,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,8.0
VTSC 220200Z 20003KT 180V250 9999 FEW010 27/24 Q1014 NOSIG,VTSC,2022-10-22T02:00:00Z,6.52,101.75,27.0,24.0,200,3,,6.21,29.940945,,,,,,TRUE,,,,,FEW,1000,,,,,,,VFR,,,,,,,,,,,,METAR,5.0
VTSB 220200Z 00000KT 9999 SCT016 28/26 Q1014 NOSIG,VTSB,2022-10-22T02:00:00Z,9.12,99.15,28.0,26.0,0,0,,6.21,29.940945,,,,,,TRUE,,,,,SCT,1600,,,,,,,VFR,,,,,,,,,,,,METAR,10.0
VTPP 220200Z VRB02KT CAVOK 29/22 Q1015 NOSIG,VTPP,2022-10-22T02:00:00Z,16.78,100.28,29.0,22.0,0,2,,6.21,29.970472,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,45.0
VTPO 220200Z 01004KT 9999 FEW025 27/23 Q1016 NOSIG,VTPO,2022-10-22T02:00:00Z,17.23,99.82,27.0,23.0,10,4,,6.21,30.0,,,,,,TRUE,,,,,FEW,2500,,,,,,,VFR,,,,,,,,,,,,METAR,58.0
VTPM 220200Z 09004KT 050V130 9999 FEW038 29/25 Q1015 NOSIG,VTPM,2022-10-22T02:00:00Z,16.7,98.53,29.0,25.0,90,4,,6.21,29.970472,,,,,,TRUE,,,,,FEW,3800,,,,,,,VFR,,,,,,,,,,,,METAR,211.0
VTPH 220200Z VRB02KT 6000 -RA FEW015 SCT030 25/25 Q1014 NOSIG,VTPH,2022-10-22T02:00:00Z,12.63,99.95,25.0,25.0,0,2,,3.73,29.940945,,,,,,TRUE,,,,-RA,FEW,1500,SCT,3000,,,,,MVFR,,,,,,,,,,,,METAR,12.0
VTPB 220200Z 01006KT 300V050 9999 FEW030 29/23 Q1016 NOSIG,VTPB,2022-10-22T02:00:00Z,16.67,101.2,29.0,23.0,10,6,,6.21,30.0,,,,,,TRUE,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,134.0
VTCT 220200Z 04008KT 9999 FEW035 26/22 Q1019 NOSIG,VTCT,2022-10-22T02:00:00Z,19.95,99.88,26.0,22.0,40,8,,6.21,30.088583,,,,,,TRUE,,,,,FEW,3500,,,,,,,VFR,,,,,,,,,,,,METAR,389.0
VTCP 220200Z 00000KT 9999 FEW020 26/22 Q1017 NOSIG,VTCP,2022-10-22T02:00:00Z,18.13,100.17,26.0,22.0,0,0,,6.21,30.029528,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,166.0
VTCN 220200Z VRB03KT CAVOK 26/22 Q1017 NOSIG,VTCN,2022-10-22T02:00:00Z,18.82,100.78,26.0,22.0,0,3,,6.21,30.029528,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,211.0
VTCL 220200Z VRB02KT CAVOK 28/21 Q1018 NOSIG,VTCL,2022-10-22T02:00:00Z,18.27,99.52,28.0,21.0,0,2,,6.21,30.059055,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,240.0
VTCH 220200Z VRB02KT 9999 FEW015 SCT025 25/21 Q1017 NOSIG,VTCH,2022-10-22T02:00:00Z,19.3,97.98,25.0,21.0,0,2,,6.21,30.029528,,,,,,TRUE,,,,,FEW,1500,SCT,2500,,,,,VFR,,,,,,,,,,,,METAR,266.0
VRMM 220200Z 24008KT 9999 FEW017 FEW018CB BKN100 27/25 Q1013 CB W TEMPO 5000 SHRA,VRMM,2022-10-22T02:00:00Z,4.2,73.52,27.0,25.0,240,8,,6.21,29.911417,,,,,,,,,,,FEW,1700,FEW,1800,BKN,10000,,,VFR,,,,,,,,,,,,METAR,2.0
VRMH 220200Z 22006KT 9999 FEW018TCU BKN120 27/25 Q1012,VRMH,2022-10-22T02:00:00Z,6.75,73.17,27.0,25.0,220,6,,6.21,29.88189,,,,,,,,,,,FEW,1800,BKN,12000,,,,,VFR,,,,,,,,,,,,METAR,1.0
VRMG 220200Z 19005KT 9999 FEW017TCU BKN110 26/25 Q1013 TEMPO 5000 SHRA,VRMG,2022-10-22T02:00:00Z,-0.7,73.15,26.0,25.0,190,5,,6.21,29.911417,,,,,,,,,,,FEW,1700,BKN,11000,,,,,VFR,,,,,,,,,,,,METAR,3.0
VOTK 220200Z VRB02KT 4000 HZ FEW018 27/23 Q1013 BECMG 5000 HZ,VOTK,2022-10-22T02:00:00Z,8.72,78.02,27.0,23.0,0,2,,2.49,29.911417,,,,,,,,,,HZ,FEW,1800,,,,,,,IFR,,,,,,,,,,,,METAR,25.0
VOSM 220200Z 33004KT 4000 BR SCT020 SCT100 24/23 Q1014 NOSIG,VOSM,2022-10-22T02:00:00Z,11.78,78.07,24.0,23.0,330,4,,2.49,29.940945,,,,,,TRUE,,,,BR,SCT,2000,SCT,10000,,,,,IFR,,,,,,,,,,,,METAR,301.0
VOMD 220200Z 29004KT 4500 BR FEW018 SCT100 26/23 Q1013 BECMG 5000 BR,VOMD,2022-10-22T02:00:00Z,9.83,78.08,26.0,23.0,290,4,,2.8,29.911417,,,,,,,,,,BR,FEW,1800,SCT,10000,,,,,IFR,,,,,,,,,,,,METAR,135.0
VOGO 220200Z 07003KT 6000 FEW015 SCT020 27/23 Q1013 NOSIG,VOGO,2022-10-22T02:00:00Z,15.38,73.83,27.0,23.0,70,3,,3.73,29.911417,,,,,,TRUE,,,,,FEW,1500,SCT,2000,,,,,MVFR,,,,,,,,,,,,METAR,56.0
VLSK 220200Z 27008KT 5000 BR SCT040 BKN 24/21 Q1016 NOSIG,VLSK,2022-10-22T02:00:00Z,16.55,104.75,24.0,21.0,270,8,,3.11,30.0,,,,,,TRUE,,,,BR,SCT,4000,,,,,,,MVFR,,,,,,,,,,,,METAR,148.0
VLPS 220200Z 36002KT 9999 FEW020 SCT200 27/22 Q1015 NOSIG,VLPS,2022-10-22T02:00:00Z,15.13,105.78,27.0,22.0,360,2,,6.21,29.970472,,,,,,TRUE,,,,,FEW,2000,SCT,20000,,,,,VFR,,,,,,,,,,,,METAR,102.0
VLLN 220200Z 16002KT 6000 SCT020 FEW100 22/20 Q1020 NOSIG,VLLN,2022-10-22T02:00:00Z,20.97,101.4,22.0,20.0,160,2,,3.73,30.11811,,,,,,TRUE,,,,,SCT,2000,FEW,10000,,,,,MVFR,,,,,,,,,,,,METAR,548.0
VLLB 220200Z 27002KT 9999 FEW020 23/17 Q1016 NOSIG,VLLB,2022-10-22T02:00:00Z,19.9,102.17,23.0,17.0,270,2,,6.21,30.0,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,297.0
VIBR 220200Z 00000KT 5000 BR NSC 08/06 Q1025,VIBR,2022-10-22T02:00:00Z,31.82,77.15,8.0,6.0,0,0,,3.11,30.265747,,,,,,,,,,BR,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,1089.0
VGEG 220200Z 05006KT 4000 HZ SCT100 28/26 Q1013 NOSIG,VGEG,2022-10-22T02:00:00Z,22.23,91.82,28.0,26.0,50,6,,2.49,29.911417,,,,,,TRUE,,,,HZ,SCT,10000,,,,,,,IFR,,,,,,,,,,,,METAR,7.0
VELP 220200Z 00000KT 5000 BR NSC 26/22 Q1017 NOSIG,VELP,2022-10-22T02:00:00Z,23.83,92.62,26.0,22.0,0,0,,3.11,30.029528,,,,,,TRUE,,,,BR,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,429.0
VEKI 220200Z 00000KT 1200 BR NSC 23/22 Q1017 NOSIG,VEKI,2022-10-22T02:00:00Z,,,23.0,22.0,0,0,,0.75,30.029528,,,,,,TRUE,,,,BR,CLR,,,,,,,,LIFR,,,,,,,,,,,,METAR,
VEJS 220200Z 32004KT 1500 BR NSC 24/20 Q1016,VEJS,2022-10-22T02:00:00Z,22.82,86.17,24.0,20.0,320,4,,0.93,30.0,,,,,,,,,,BR,CLR,,,,,,,,LIFR,,,,,,,,,,,,METAR,151.0
VEGY 220200Z 00000KT 1200 BR NSC 21/19 Q1017,VEGY,2022-10-22T02:00:00Z,24.75,84.95,21.0,19.0,0,0,,0.75,30.029528,,,,,,,,,,BR,CLR,,,,,,,,LIFR,,,,,,,,,,,,METAR,115.0
VDSV 220200Z 06005KT 9999 SCT015 BKN040 27/25 Q1013,VDSV,2022-10-22T02:00:00Z,10.58,103.63,27.0,25.0,60,5,,6.21,29.911417,,,,,,,,,,,SCT,1500,BKN,4000,,,,,VFR,,,,,,,,,,,,METAR,1.0
UWOR 220200Z 29004MPS 8000 -SHRA BKN044CB 07/07 Q1005 R25/290060 NOSIG RMK QFE730/0974,UWOR,2022-10-22T02:00:00Z,51.07,58.6,7.0,7.0,290,8,,4.97,29.675198,,,,,,TRUE,,,,-SHRA,BKN,4400,,,,,,,MVFR,,,,,,,,,,,,SPECI,270.0
UWLW 220200Z 02004MPS CAVOK M01/M03 Q1019 R02/CLRD60 NOSIG RMK QFE757/1010,UWLW,2022-10-22T02:00:00Z,54.4,48.8,-1.0,-3.0,20,8,,6.21,30.088583,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,SPECI,67.0
UTFN 220200Z 32004KT 9999 NSC 09/03 Q1023 R28/CLRD70 NOSIG,UTFN,2022-10-22T02:00:00Z,40.98,71.57,9.0,3.0,320,4,,6.21,30.206694,,,,,,TRUE,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,477.0
UTFA 220200Z 00000KT 1100 BR NSC 05/03 Q1024,UTFA,2022-10-22T02:00:00Z,40.73,72.3,5.0,3.0,0,0,,0.68,30.236221,,,,,,,,,,BR,CLR,,,,,,,,LIFR,,,,,,,,,,,,METAR,474.0
UTAV 220200Z 13008KT CAVOK 13/02 Q1016 R13/CLRD70 NOSIG,UTAV,2022-10-22T02:00:00Z,39.08,63.62,13.0,2.0,130,8,,6.21,30.0,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,187.0
UTAT 220200Z 32012KT 6000 BKN100 15/09 Q1016 R26/CLRD70 NOSIG,UTAT,2022-10-22T02:00:00Z,41.77,59.83,15.0,9.0,320,12,,3.73,30.0,,,,,,TRUE,,,,,BKN,10000,,,,,,,MVFR,,,,,,,,,,,,METAR,84.0
UTAK 220200Z 02012KT 9999 SCT016 OVC100 14/07 Q1024 R34L/CLRD70 NOSIG,UTAK,2022-10-22T02:00:00Z,40.05,53.0,14.0,7.0,20,12,,6.21,30.236221,,,,,,TRUE,,,,,SCT,1600,OVC,10000,,,,,VFR,,,,,,,,,,,,METAR,83.0
UTAA 220200Z 30006KT 9999 BKN020 17/14 Q1020 R88/70D NOSIG,UTAA,2022-10-22T02:00:00Z,37.98,58.37,17.0,14.0,300,6,,6.21,30.11811,,,,,,TRUE,,,,,BKN,2000,,,,,,,MVFR,,,,,,,,,,,,METAR,207.0
URMN 220200Z 10002MPS 9999 OVC020 07/05 Q1027 R24/////// NOSIG RMK QFE733,URMN,2022-10-22T02:00:00Z,43.52,43.63,7.0,5.0,100,4,,6.21,30.324802,,,,,,TRUE,,,,,OVC,2000,,,,,,,MVFR,,,,,,,,,,,,SPECI,424.0
UMII 220200Z 17002MPS 9999 OVC035 05/03 Q1019 NOSIG,UMII,2022-10-22T02:00:00Z,55.13,30.35,5.0,3.0,170,4,,6.21,30.088583,,,,,,TRUE,,,,,OVC,3500,,,,,,,VFR,,,,,,,,,,,,METAR,208.0
ULPB 220200Z AUTO 00000MPS 9999 // NSC M06/M07 Q1019 RMK QFE760/1014,ULPB,2022-10-22T02:00:00Z,61.88,34.15,-6.0,-7.0,0,0,,6.21,30.088583,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,41.0
